file_path,caption
train/just birds.npy,"Birds chirped loudly in the background, whilst the bus rolled on."
train/meadow brook bees.npy,A fly buzzes over head as the waterfall rushes.
train/meadow brook bees.npy,A person is standing next to a river with flies buzzing around.
train/meadow brook bees.npy,Rushing water falls as a fly buzzes over head.
train/meadow brook bees.npy,The bees are buzzing around and the birds are near a waterfall.
train/meadow brook bees.npy,a person standing next to a river with flies buzzing
train/coast wave kids far 160710_0914.npy,"As children are playing, rain is falling heavily."
train/coast wave kids far 160710_0914.npy,Cars are driving by on a highway while people and birds are in the background.
train/coast wave kids far 160710_0914.npy,The rain falls heavily while some kids are playing
train/coast wave kids far 160710_0914.npy,The roar of speeding traffic resonates in the background while children play and shout.
train/coast wave kids far 160710_0914.npy,"While playing children shout, the background resonates with the roar of speeding traffic."
train/EXT Suburban Park.npy,A few young children play over the rumble of the city.
train/EXT Suburban Park.npy,A group of kids are playing and shouting to each other.
train/EXT Suburban Park.npy,A rumble comes over the city as a few young children play.
train/EXT Suburban Park.npy,Children shout and play while traffic rumbles by.
train/EXT Suburban Park.npy,Children shouting and playing while the traffic rumbles by.
train/thunderstorm_2.npy,A thunder storm booms in the distance as rain is falling
train/thunderstorm_2.npy,In the distance thunder rolls in while rain gently hits the ground.
train/thunderstorm_2.npy,Pouring rain falls hard as thunder rumbles in the background.
train/thunderstorm_2.npy,Thunder in the distance as rain steadily falls.
train/thunderstorm_2.npy,Thunder roars distantly as the rain continues to fall.
train/Viento_Helado.npy,"Blowing hard, the wind creates a whistling sound."
train/Viento_Helado.npy,The wind is blowing and whistling loudly and stops for a while before getting really loud
train/Viento_Helado.npy,The wind is blowing and whistling loudly but stops for a while before getting really loud.
train/Viento_Helado.npy,The wind is blowing so hard that it is creating a whistling sound.
train/Viento_Helado.npy,The wind is blowing very strong at first and then slightly decreasing
train/Woodchipper Start (heavy machine) 02.npy,"A car is started and the engine is heard running loudly, then it slowly drones to a stop."
train/Woodchipper Start (heavy machine) 02.npy,A car starts with the engine running loudly and then it slowly comes to a stop.
train/Woodchipper Start (heavy machine) 02.npy,A clattering vehicle is started up and then turned off at the end.
train/Woodchipper Start (heavy machine) 02.npy,"A key turns to start a truck engine and it idles loudly until turned off, then rumbles into silence."
train/Woodchipper Start (heavy machine) 02.npy,"A large diesel engine starts, runs briefly, and cuts off."
train/WinterWoodsWalkJan14th2016.npy,Footsteps on an outdoors place with twigs and leaves
train/WinterWoodsWalkJan14th2016.npy,Some large feet crunch the snow beneath them.
train/WinterWoodsWalkJan14th2016.npy,"Someone is walking on a street with leaves, stops briefly, then keeps walking."
train/WinterWoodsWalkJan14th2016.npy,Someone is walking on street with leaves with a brief stop then keeps walking.
train/WinterWoodsWalkJan14th2016.npy,"Someone walking on dirt or gravel pauses, then moves along."
train/d0_drips_03.npy,A drop of water is released into a glass.
train/d0_drips_03.npy,A tap opens a little and water drips into a basin
train/d0_drips_03.npy,Water dripping into the sink and a slight tapping.
train/d0_drips_03.npy,Water drips into a sink making a slight tapping sound as it hits.
train/d0_drips_03.npy,Water is slowly dripping from a tap into a sink
train/city park Oct Moerputten NL 151017_0821.npy,A car drives down the road in the distance as birds sing in the trees.
train/city park Oct Moerputten NL 151017_0821.npy,Birds are chirping in a wooded area while a motor boat is driving on a nearby lake.
train/city park Oct Moerputten NL 151017_0821.npy,Birds are singing as distant traffic passes by.
train/city park Oct Moerputten NL 151017_0821.npy,Birds chirping while traffic goes by in the distance.
train/city park Oct Moerputten NL 151017_0821.npy,"Outside in road, a vehicle in a distance passing, birds singing"
train/20150425_fountainhead.npy,A faucet turned on filling the bath tub with water
train/20150425_fountainhead.npy,The bathtub is filled with water when a faucet is turned on.
train/20150425_fountainhead.npy,Water drips into a container with water already in it.
train/20150425_fountainhead.npy,Water is pouring into a sink and down a drain.
train/20150425_fountainhead.npy,Water is running and falling into a sink then flowing down the drain.
train/Tiny Dog Barking in Park.npy,A dog barking and a group of people talking also.
train/Tiny Dog Barking in Park.npy,A dog constantly barks and whines at a high pitch.
train/Tiny Dog Barking in Park.npy,A dog is barking and people are conversing in the background.
train/Tiny Dog Barking in Park.npy,A dog is barking repetitively and at the same time some people are having a conversation.
train/Tiny Dog Barking in Park.npy,A dog is barking with same pitch continuously
"train/Driving in rainstorm, interior.npy",A storm produces heavy winds and light rain which hit a window.
"train/Driving in rainstorm, interior.npy",Heavy winds and light rain are hitting a window
"train/Driving in rainstorm, interior.npy",The rain is coming down hard and steady.
"train/Driving in rainstorm, interior.npy",The rain is coming down steady and hard.
"train/Driving in rainstorm, interior.npy",Wind is constantly blowing and it is lightly raining.
train/STE-031 italian road.npy,A variety of traffic is passing a busy road at speed.
train/STE-031 italian road.npy,A variety of vehicles passes a busy road at a high rate of speed.
train/STE-031 italian road.npy,Many cars on the highway are racing past.
train/STE-031 italian road.npy,"On a highway, several cars are driving by."
train/STE-031 italian road.npy,Several cars are driving by on a highway.
train/Subway_departure_from_station.npy,Cars are revving their engines in the distance.
train/Subway_departure_from_station.npy,Humming of a distant engine and racing cars speeding away a distance away.
train/Subway_departure_from_station.npy,Several cars in the distance making revving noises.
train/Subway_departure_from_station.npy,Some vehicles are speeding off into the far distance.
train/Subway_departure_from_station.npy,The humming of an engine and racing cars speeding away at a distance.
train/Jet Engine 1.npy,A jet engine is running at a steady pace.
train/Jet Engine 1.npy,At a steady pace a jet engine is running.
train/Jet Engine 1.npy,Some very noisy machinery has a metal on metal singing.
train/Jet Engine 1.npy,Someone is sawing through a piece of wood.
train/Jet Engine 1.npy,large industrial saw is cutting something metal in a building.
train/080809_03_Ri_pokretneStepeniceKlompeVentilacija.npy,A rail car passes by while people are busy.
train/080809_03_Ri_pokretneStepeniceKlompeVentilacija.npy,Loud indoor noises play with some light background conversation.
train/080809_03_Ri_pokretneStepeniceKlompeVentilacija.npy,People were talking in the background as the train approached and very loud
train/080809_03_Ri_pokretneStepeniceKlompeVentilacija.npy,People were talking when the train approached very loudly.
train/080809_03_Ri_pokretneStepeniceKlompeVentilacija.npy,The crowd is talking while the cars are honking their horns in the background.
train/Fountain_3.npy,Someone runs water in a tub for a bath.
train/Fountain_3.npy,"Water drips down at a constant, medium flow."
train/Fountain_3.npy,Water flowing into a sink and down a drain in an uneven flow.
train/Fountain_3.npy,Water is flowing into a sink and down a drain in an uneven flow.
train/Fountain_3.npy,the water is running into a tub for a bath
train/birds and plane.npy,A bird squawks while an airplane flies overhead.
train/birds and plane.npy,A bird squawks while an airplane is flying overhead.
train/birds and plane.npy,A duck is quacking loudly while a plane is flying over head.
train/birds and plane.npy,"As the airplane passes in the distance overhead, the birds squawk."
train/birds and plane.npy,Birds squawk as an airplane passes overhead and into the distance.
train/Metal Steps.npy,"A hammer bangs down, repeatedly against a metal surface."
train/Metal Steps.npy,A quiet tapping that becomes louder and louder.
train/Metal Steps.npy,A quiet tapping that proceeds to be louder and louder as it approaches.
train/Metal Steps.npy,Banging of a hammer consistently becoming louder as it strikes.
train/Metal Steps.npy,banging noise of a hammer consistently loud as it hits something
train/Thunder Rain Cars Driving By.npy,"A thunderstorm roars outside, and the rain pours down."
train/Thunder Rain Cars Driving By.npy,Rain pouring down while thunder rumbles in the background.
train/Thunder Rain Cars Driving By.npy,Rain steadily falls while thunder rolls and rumbles twice.
train/Thunder Rain Cars Driving By.npy,"Rainfall proceeds, accompanied by thunder claps that sound twice in the distance."
train/Thunder Rain Cars Driving By.npy,Thunder rumbles while rain continues to pour down.
"train/09-07-16_1757_Afurada, next to the water in the habour.npy",A stream of water is flowing down with a motion.
"train/09-07-16_1757_Afurada, next to the water in the habour.npy",A washing machine gurgles as the clothes are being washed.
"train/09-07-16_1757_Afurada, next to the water in the habour.npy",A washing machine gurgles while the clothes are being washed.
"train/09-07-16_1757_Afurada, next to the water in the habour.npy","Water flows at a constant, gurgling rate while things thud."
"train/09-07-16_1757_Afurada, next to the water in the habour.npy",While things thud water flows at a constant gurgling rate .
train/weather_wind_strong_trees.npy,Sounds of continuous waves crashing onto the shore.
train/weather_wind_strong_trees.npy,The ocean roars as it rolls in and out of shore
train/weather_wind_strong_trees.npy,The roar of the ocean as it rolls in and out of the shore fills the air.
train/weather_wind_strong_trees.npy,Waves are being washed up on to shore.
train/weather_wind_strong_trees.npy,Waves are crashing on the shore on a windy day.
train/train-arrival.npy,A high speed train slowly whistles to a stop.
train/train-arrival.npy,A fast train slowly whistles and comes to a stop.
train/train-arrival.npy,A subway is slowing down on the tracks to the point where it squeaks when it stops at the end.
train/train-arrival.npy,"A train is slowly coming to a stop, then squeals its breaks."
train/train-arrival.npy,A train that is slowly coming to a stop and then squeals its breaks.
train/1_pebbles.npy,A person walking on the pebbles and sand on the ground
train/1_pebbles.npy,"As the bugs and birds chirp and buzz, footsteps walk around a gravel path in the distance."
train/1_pebbles.npy,Footsteps walk along a gravel path as birds and bugs chirp and buzz in the background.
train/1_pebbles.npy,Someone is walking down a wet road as rain falls.
train/1_pebbles.npy,a person is walking on a wet road in the rain
train/Car drive by 09.npy,A person is slowly and steadily walking over gravel.
train/Car drive by 09.npy,A person slowly and steadily walking over gravel
train/Car drive by 09.npy,The footsteps of a person when they walk in the snow.
train/Car drive by 09.npy,Footsteps on walking at a regular pace on gravel
train/Car drive by 09.npy,Someone was walking over a pile of pebbles.
train/Cley_beach_footsteps_160124_0099S12.npy,A person walking on a gravel surface with cars going by.
train/Cley_beach_footsteps_160124_0099S12.npy,A person walks on a gravel surface as cars pass by.
train/Cley_beach_footsteps_160124_0099S12.npy,"As a person walks among pebbles, water splashes around their feet."
train/Cley_beach_footsteps_160124_0099S12.npy,Water splashes while a person walks on a surface of pebbles.
train/Cley_beach_footsteps_160124_0099S12.npy,Waves are coming up on a beach as two people walk by.
train/walking_on_snow_and_light_wind.npy,A person is continuously walking through the snow.
train/walking_on_snow_and_light_wind.npy,People walking on the ground in a consistent manner.
train/walking_on_snow_and_light_wind.npy,Someone is walking down a gravel path at a constant pace.
train/walking_on_snow_and_light_wind.npy,Someone walking down a gravel path at a constant pace.
train/walking_on_snow_and_light_wind.npy,Someone was walking on a land filled with a pile of pebbles
train/water fountian drip sm with crowd.npy,A bird chirps and people walk while constantly talking.
train/water fountian drip sm with crowd.npy,It is raining just outside the gate of a busy airport.
train/water fountian drip sm with crowd.npy,People are talking and walking in a public area where it is also raining.
train/water fountian drip sm with crowd.npy,People talking and walking in a public area where it is raining.
train/water fountian drip sm with crowd.npy,A bird chirps and people talk constantly and walk.
train/Footsteps Undergrowth 01.npy,A man is walking through the brush and then picks up the pace and begins to run.
train/Footsteps Undergrowth 01.npy,A person is walking outside and then breaks into a run.
train/Footsteps Undergrowth 01.npy,"A person walks with heavy steps, then begins to run."
train/Footsteps Undergrowth 01.npy,"The sound of crunching footsteps walking, then getting faster."
train/Footsteps Undergrowth 01.npy,Walking with crunches and the walking gets faster as it goes on.
train/Montreal parc sounds december 01 24 bit.npy,A person is singing while kids are playing and adults are laughing.
train/Montreal parc sounds december 01 24 bit.npy,Children and adults are laughing and screaming while a train passes by.
train/Montreal parc sounds december 01 24 bit.npy,People calling out to each other in a small group and laughing.
train/Montreal parc sounds december 01 24 bit.npy,"The adults laugh, watching their children play as a person sings nearby."
train/Montreal parc sounds december 01 24 bit.npy,The people are calling out to each other in a small group while laughing.
train/20061224.stork.nest.02.npy,A bird is chirping and hard objects are being struck together and traffic is passing in the background.
train/20061224.stork.nest.02.npy,A bird is chirping and hard objects are being struck together as traffic is passing in the background.
train/20061224.stork.nest.02.npy,A person banging a wooden instrument outside next to a road with cars driving by.
train/20061224.stork.nest.02.npy,A person is outside banging a wooden instrument next to a road with cars driving by.
train/20061224.stork.nest.02.npy,Some birds knock on wood as others are chirping.
train/Japan_Matsudo_Stepping_on_Small_Manhole_Cover.npy,Glass is being tapped occasionally as if someone is knocking on a window.
train/Japan_Matsudo_Stepping_on_Small_Manhole_Cover.npy,Metal is clanging at random intervals with waves crashing in the background.
train/Japan_Matsudo_Stepping_on_Small_Manhole_Cover.npy,Silence is broken by occasional taps on glass.
train/Japan_Matsudo_Stepping_on_Small_Manhole_Cover.npy,Someone is hitting the metal repetitively while the engine is whirring in the background
train/Japan_Matsudo_Stepping_on_Small_Manhole_Cover.npy,The metal was clanging at random intervals and the waves were crashing in the background.
train/RiverBargeJune22012.npy,A chugging engine runs while birds are chirping.
train/RiverBargeJune22012.npy,A vehicle makes a low hum and rumbles nearby as birds chirp.
train/RiverBargeJune22012.npy,Birds are chirping in the background with mechanical noises also being created .
train/RiverBargeJune22012.npy,Mechanical noises are sounding as birds chirp in the background.
train/RiverBargeJune22012.npy,The birds are still singing away as an engine runs loudly.
train/cafe boursault.npy,A series of conversations between men and women are taking place in restaurant environment.
train/cafe boursault.npy,A spoon is clicking on a plate while men and women talk to each other.
train/cafe boursault.npy,People are speaking while dishes and utensils are placed back in place.
train/cafe boursault.npy,People are speaking while dishes and utensils are placed.
train/cafe boursault.npy,People conversing and the utensils striking each other in close proximity to each other.
train/Van.npy,A motor is running until towards the end of the clip with some conversation happening.
train/Van.npy,Machinery is running while people are in the background talking.
train/Van.npy,Machinery is running while people are talking in the background.
train/Van.npy,The traffic and voices gradually fade away while the clip plays
train/Van.npy,traffic and voices gradually fading away as the clip plays
train/old tractor passing Hatz.npy,A car motor gets louder and then grows quieter.
train/old tractor passing Hatz.npy,A lawnmower has its engine started up and starts moving.
train/old tractor passing Hatz.npy,A lawnmower starts up and begins cutting the grass.
train/old tractor passing Hatz.npy,"A motor is running and vibrating, and gets closer then drives away."
train/old tractor passing Hatz.npy,"As the car approaches, the motor runs and vibrates before driving away."
train/mijo + folk och skotrar 1.npy,Birds chirp outside while people are yelling and a motor runs.
train/mijo + folk och skotrar 1.npy,Birds crowing and a vehicle driving fast in the distance.
train/mijo + folk och skotrar 1.npy,Wind blowing while a vehicle engine roars in the distance
train/mijo + folk och skotrar 1.npy,Wind blows as vehicle engines roar in the distance
train/mijo + folk och skotrar 1.npy,birds are chirping while some kids are shouting and an engine is whirring
train/Bic pen handling noises.npy,A person picks up a pencil and drops it.
train/Bic pen handling noises.npy,A person picks up and drops a pencil repeatedly
train/Bic pen handling noises.npy,A person picks up and then drops a pencil repeatedly.
train/Bic pen handling noises.npy,"A small, hard object being picked up repeatedly and dropped onto another hard surface."
train/Bic pen handling noises.npy,"A small, hard object being picked up repeatedly and is dropped onto another hard surface."
train/5am_voegel_abudhabi_park.npy,A cricket chirping while birds chirp in the background.
train/5am_voegel_abudhabi_park.npy,A cricket chirps in the foreground while birds are chirping in the background.
train/5am_voegel_abudhabi_park.npy,"A loud, heavy wind blows steadily in the background while crickets and birds are chirping."
train/5am_voegel_abudhabi_park.npy,Outdoor noise with birds chirping and communicating with each other.
train/5am_voegel_abudhabi_park.npy,"While crickets and birds are chirping, a loud and heavy wind blows steadily in the background."
train/Birdsong2.npy,A bird is chirping and traffic is moving in the background.
train/Birdsong2.npy,Birds are chirping and communicating to each other.
train/Birdsong2.npy,Birds are communicating and chirping to each other.
train/Birdsong2.npy,In the background the traffic is moving along and a bird is chirping its song.
train/Birdsong2.npy,Some birds are softly chirping and singing while outdoors.
train/DC Metro - Interior 1.npy,A car engine is whirring as some people are talking in the background.
train/DC Metro - Interior 1.npy,A large air duct fan turned on at full speed setting blows air around the room.
train/DC Metro - Interior 1.npy,An airplane engine whirring with people moving in the background.
train/DC Metro - Interior 1.npy,"High pitched whistling of wind, followed by light footsteps"
train/DC Metro - Interior 1.npy,a car engine is whirring while some people are talking in the background
train/school corridor (1).npy,A machine is running on idle at a work place
train/school corridor (1).npy,A strong wind blowing outside a window and people chatting in the background.
train/school corridor (1).npy,A strong wind is blowing outside a window and people are chatting in the background.
train/school corridor (1).npy,Air is moving through an air duct and people are talking in the distance.
train/school corridor (1).npy,People are talking in the distance as air is moving through an air duct.
train/Very low rumble.npy,A jet plane is flying in the distant sky.
train/Very low rumble.npy,A large volume of air is moving through an air duct at varying speeds.
train/Very low rumble.npy,A strong wind is blowing through a tunnel in the distance.
train/Very low rumble.npy,In the distance a jet plane is flying in the sky
train/Very low rumble.npy,The wind is blowing a storm in from the distance.
train/Glass Chandelier Rattle.npy,A machine is operating and humming with loose objects vibrating in a hollow container.
train/Glass Chandelier Rattle.npy,"A machine operating, humming with loose objects vibrating in a hollow container."
train/Glass Chandelier Rattle.npy,Machinery is in use and makes a humming sound.
train/Glass Chandelier Rattle.npy,a motor hums then pauses and hums with increasing volume
train/Glass Chandelier Rattle.npy,"a motor to a machine is running, then shuts off and turns back on again"
train/Kingdoms of the Night (The Swamp).npy,Against the background of a continuous hum someone flushes as people talk in a room
train/Kingdoms of the Night (The Swamp).npy,Crickets chirping and something sliding as power equipment starts up.
train/Kingdoms of the Night (The Swamp).npy,Several people talking in a room with crickets and insects chirping outside.
train/Kingdoms of the Night (The Swamp).npy,Several people talking in a room with crickets and insects outside.
train/Kingdoms of the Night (The Swamp).npy,"crickets chirping and something slides, as power tools go off"
train/fuente.patio.npy,Children are making sounds in the background as water is running.
train/fuente.patio.npy,The water is running and children are making sounds in the background.
train/fuente.patio.npy,Water flows into a small tank of water
train/fuente.patio.npy,Water is running and filling the bath tub up
train/fuente.patio.npy,Water is running from the faucet as it fills the bath tub.
train/Sink_Running.npy,A faucet is turned on and running water is pouring out of it.
train/Sink_Running.npy,Running water is draining in a sink or a tank.
train/Sink_Running.npy,"Running water is draining in the sink, or the tank."
train/Sink_Running.npy,Water is running while a toilet is being flushed in the background.
train/Sink_Running.npy,a faucet is turned on and running water pours out
train/Parque.npy,A small car drives by in the background
train/Parque.npy,Car are driving by on a busy street.
train/Parque.npy,Cars driving past during the day on a highway area.
train/Parque.npy,The car is driving by on the roadway at a fast pace.
train/Parque.npy,Three cars drive by and a person sets down keys.
train/Rain - 1.npy,A heavy rain is coming down over a river.
train/Rain - 1.npy,A river is filled with water as the rain pours.
train/Rain - 1.npy,Heavy rain is pouring down outside while the odd clap of thunder sounds
train/Rain - 1.npy,Rain is falling and water is splashing off the ground.
train/Rain - 1.npy,Water is flowing in the stream and splashes against rocks.
train/Int-condo-dryerexhaustport.npy,A man is speaking while a dryer is operating.
train/Int-condo-dryerexhaustport.npy,A man is talking while a dryer is audibly operating.
train/Int-condo-dryerexhaustport.npy,A man talks at the beginning while a hand dryer is being operated in the background.
train/Int-condo-dryerexhaustport.npy,A person speaking in an enclosed room with machinery sounds in the background.
train/Int-condo-dryerexhaustport.npy,"With dryer sounds, a male voice is saying something."
train/WinterWren1.npy,A bird chirps are followed by a man singing which is followed by more chirps.
train/WinterWren1.npy,"Birds are chirping, and then a man says something."
train/WinterWren1.npy,"Birds chirp, then man speaks, then birds chirp again."
train/WinterWren1.npy,The chirping birds are briefly interrupted by a man speaking.
train/WinterWren1.npy,chirping bird then a man saying something then more chirping
train/Sirens_in_The_Distance.npy,A police car that has its siren on and driving away.
train/Sirens_in_The_Distance.npy,A police car with its siren on starts driving away.
train/Sirens_in_The_Distance.npy,Couple of police cars with the siren blaring approached and left
train/Sirens_in_The_Distance.npy,The siren for an ambulance and a police car are blaring through traffic.
train/Sirens_in_The_Distance.npy,Traffic noise with multiple sirens ringing through it.
train/blood_pressure.npy,A beeping sound is being created in intervals
train/blood_pressure.npy,A machine beeps over and over in a high pitched beep.
train/blood_pressure.npy,A machine is beeping over and over in a high pitch.
train/blood_pressure.npy,"A steady, mechanical beeping resonates as time goes on."
train/blood_pressure.npy,"Shrill, repeated beeps occur in continuous short intervals."
train/Filling a Sink.npy,A faucet being turned on to run water in a basin.
train/Filling a Sink.npy,A machine is running and water pouring into a basin and down a drain.
train/Filling a Sink.npy,"A shrill, mechanical whirring is followed by water running into a basin as time goes on."
train/Filling a Sink.npy,The faucet is turned on and water runs into tub.
train/Filling a Sink.npy,Water pours into a basin and down a drain while a machine is running.
train/Ambience subway escalator.npy,A door creaks back and forth as high pitched noise rings
train/Ambience subway escalator.npy,A door is creaking back and forth as high pitched noise rings
train/Ambience subway escalator.npy,A hard metal object is being rubbed against another hard metal object and a loudspeaker is blaring.
train/Ambience subway escalator.npy,Heavy equipment is being moved slowly in a construction area.
train/Ambience subway escalator.npy,Two hard metal objects are rubbing against each other while loud noises are coming from the loudspeaker.
train/japanese train platform.npy,A man on a loud speaker talks and people talk to each other.
train/japanese train platform.npy,"A man speaks, and his voice echoes while other people speak."
train/japanese train platform.npy,A person speaks over a loudspeaker to people in a room.
train/japanese train platform.npy,The voice of a person booms over a loud speaker.
train/japanese train platform.npy,Someone who is talking over a loud speaker.
train/Haridwar Street 2.npy,A siren blares as traffic horns ring out while traffic moves.
train/Haridwar Street 2.npy,A siren sounds as a vehicle drives by and cars honk.
train/Haridwar Street 2.npy,A siren sounds as an emergency vehicle drives by and some cars honk and drive.
train/Haridwar Street 2.npy,"An ambulance alarm in the distance, getting closer mixed with the vehicle engine sounding."
train/Haridwar Street 2.npy,vehicle engine sounding mixed with ambulance alarm in the distance approaching closer
train/Krankenwagen _ German Ambulances Passing by...npy,An ambulance is sounding its siren as it moves closer and then away.
train/Krankenwagen _ German Ambulances Passing by...npy,An ambulance is sounding its siren as it moves closer.
train/Krankenwagen _ German Ambulances Passing by...npy,An emergency siren on a vehicle is distant but then it gets louder and closer
train/Krankenwagen _ German Ambulances Passing by...npy,The siren of an emergency vehicle approaches and gets louder as it gets closer
train/Krankenwagen _ German Ambulances Passing by...npy,an emergency siren on a vehicle is distant but gets louder and closer
train/PauseConference_youngerPeople.npy,A crowd of people are speaking to each other with distinct male and female voices.
train/PauseConference_youngerPeople.npy,A large crowd of people talking in a crowded room.
train/PauseConference_youngerPeople.npy,A large group of people are milling around and are chatting in an enclosed public space.
train/PauseConference_youngerPeople.npy,A large group of people are milling around and chatting in an enclosed public space.
train/PauseConference_youngerPeople.npy,lots of loud talking in a large crowd
train/Table tennis and children&#39;s area.npy,A baby is crying and shouting while adults are speaking among each other.
train/Table tennis and children&#39;s area.npy,"A child screams, pounding on metal, more people speak, a person walks by and a child speaks again."
train/Table tennis and children&#39;s area.npy,Children loudly playing with banging and others talking in the background.
train/Table tennis and children&#39;s area.npy,People laugh and run while someone taps on a wall.
train/Table tennis and children&#39;s area.npy,The children are playing loudly and banging things while others are talking in the background.
train/FeurigerElias_Korntal_20090906_Vorbeifahrt.npy,A locomotive approaches and then moves away into the distance.
train/FeurigerElias_Korntal_20090906_Vorbeifahrt.npy,A moving train approached a place then left.
train/FeurigerElias_Korntal_20090906_Vorbeifahrt.npy,A train approaches slowly from a distance before moving past.
train/FeurigerElias_Korntal_20090906_Vorbeifahrt.npy,A train slowly approaching in the distance and then moving by.
train/FeurigerElias_Korntal_20090906_Vorbeifahrt.npy,Birds are chirping and a train passes by quickly and loudly.
train/Town Sounds Birds Car 2.npy,A vehicle approached and left as the birds chirped in the background.
train/Town Sounds Birds Car 2.npy,A vehicle approached and left while the birds chirped in the background.
train/Town Sounds Birds Car 2.npy,Birds are chirping and cars are driving past down a highway.
train/Town Sounds Birds Car 2.npy,Vehicles are passing by and birds are chirping
train/Town Sounds Birds Car 2.npy,birds are singing as cars are passing by.
train/Valladolid station2_kort.npy,A vehicle approaches loudly while birds chirp in the background.
train/Valladolid station2_kort.npy,Birds are chirping near a busy road with passing traffic.
train/Valladolid station2_kort.npy,Birds are chirping outside next to a street with cars driving by and a machine whirring.
train/Valladolid station2_kort.npy,Birds chirping outside next to a street with cars driving by and a machine whirring.
train/Valladolid station2_kort.npy,The vehicle approached loudly as the birds chirped in the background.
train/wolombi-road.npy,Birds are chirping in the background when a car approached and then left
train/wolombi-road.npy,Birds are chirping in the distance and then a car going by hitting water.
train/wolombi-road.npy,Birds chirping in the background when a car approached and left
train/wolombi-road.npy,Birds chirping in the distance and then a car going by hitting water.
train/wolombi-road.npy,Cars drive by while a person is walking.
train/recycling center 2.npy,"A loud motor is running in the background, while there is the sound of a vehicle backing up."
train/recycling center 2.npy,"A tractor engine starts, and another tractor beeps."
train/recycling center 2.npy,An engine is running when something moved and it started beeping.
train/recycling center 2.npy,Lots of random noise and rattling of a thin metal.
train/recycling center 2.npy,"a motor is running in the background, then the sound of a vehicle backing up."
train/FallWindThroughFieldWeedsInsectsOct3rd2014.npy,A man breathes heavily as crickets chirp in the background.
train/FallWindThroughFieldWeedsInsectsOct3rd2014.npy,Insects chirp loudly and a strong breeze blows
train/FallWindThroughFieldWeedsInsectsOct3rd2014.npy,Insects chirp loudly while a strong breeze blows
train/FallWindThroughFieldWeedsInsectsOct3rd2014.npy,The wind howls and crickets chirp outside at night.
train/FallWindThroughFieldWeedsInsectsOct3rd2014.npy,The wind howls while crickets chirp outside at night.
train/Stream-tight in on little fall.npy,Water is flowing into a bucket from a faucet.
train/Stream-tight in on little fall.npy,A tap was running into a container filled with water.
train/Stream-tight in on little fall.npy,A waterfall is flowing to a big body of water.
train/Stream-tight in on little fall.npy,Some water is running into a pool in a fountain.
train/Stream-tight in on little fall.npy,Water is falling into a larger body of water.
train/Traffic_Near_Construction_Site.npy,"A variety of cars drive by, large and small, close and far away."
train/Traffic_Near_Construction_Site.npy,Cars are driving down the highway while it is raining.
train/Traffic_Near_Construction_Site.npy,"Cars drive by a single point, some larger or closer than others."
train/Traffic_Near_Construction_Site.npy,Traffic is passing nearby as a hard object pounds on a hard surface.
train/Traffic_Near_Construction_Site.npy,"Traffic is passing nearby, and the pounding of a hard object on another hard surface."
train/20090102.street.noise.npy,People are talking while emergency sirens are blaring.
train/20090102.street.noise.npy,Police sirens are blaring with some indoor conversation and footsteps.
train/20090102.street.noise.npy,"Sirens are loud, voices are talking, and then footsteps pass by."
train/20090102.street.noise.npy,Sirens make loud sounds while voices talk and someone walks by.
train/20090102.street.noise.npy,The police sirens were blaring as conversations and footsteps came from inside.
"train/Atmos beach regular waves hit shore, birds mono.npy",A vehicle is going down the road and the window is rolled down.
"train/Atmos beach regular waves hit shore, birds mono.npy",A vehicle is going down the road with the window rolled down.
"train/Atmos beach regular waves hit shore, birds mono.npy",Driving rain falls heavily onto a hard surface.
"train/Atmos beach regular waves hit shore, birds mono.npy",Ocean waves rolling in and crashing on the sand.
"train/Atmos beach regular waves hit shore, birds mono.npy",heavy rain falling on to a hard surface
train/Hunebed D36 Valthe.npy,An stream of running water with some branches on the down stream.
train/Hunebed D36 Valthe.npy,As it rains the wind is blowing and the rain gets harder.
train/Hunebed D36 Valthe.npy,It is raining and the wind is blowing and the rain gets harder.
train/Hunebed D36 Valthe.npy,"It is raining, the wind is blowing and leaves are crunching."
train/Hunebed D36 Valthe.npy,It seems to be raining while the wind is blowing and a faint crunchy sound.
train/Walking on Snow 001.npy,"Rhythmic, continuous stepping with crunching along the way until the stepping slows down."
train/Walking on Snow 001.npy,"Someone is walking through the dirt, as birds are chirping in the background."
train/Walking on Snow 001.npy,Steady footsteps are crunching through the snow that gradually slow down.
train/Walking on Snow 001.npy,Steady footsteps crunching through snow then slows down
train/Walking on Snow 001.npy,"Steps in rhythm on a crunchy surface, then the steps slow."
train/horns blare.npy,A vehicle passes by and two cars beep their horns.
train/horns blare.npy,"An engine noise is getting closer then farther away, followed by two car horns honking."
train/horns blare.npy,Engine noise getting closer then farther away followed by two car horns honking.
train/horns blare.npy,Various vehicles speed by and honk at each other.
train/horns blare.npy,Various vehicles speed by and then they honk at each other.
train/Living Minute - Traffic on the Loop.npy,A loud wind blows in the background as the mechanical hum of vehicles speeding through traffic resonate.
train/Living Minute - Traffic on the Loop.npy,A noise of an airplane flying in near distance
train/Living Minute - Traffic on the Loop.npy,An airplane roars while flying overhead and nearby.
train/Living Minute - Traffic on the Loop.npy,Car engines and wheels on pavement passing by .
train/Living Minute - Traffic on the Loop.npy,Traffic is passing down a road nearby and air is moving in an enclosed space.
